make,address,all,num3d,our,over,remove,internet,order,mail,receive,will,people,report,addresses,free,business,email,you,credit,your,font,num000,money,hp,hpl,george,num650,lab,labs,telnet,num857,data,num415,num85,technology,num1999,parts,pm,direct,cs,meeting,original,project,re,edu,table,conference,charSemicolon,charRoundbracket,charSquarebracket,charExclamation,charDollar,charHash,capitalAve,capitalLong,capitalTotal,type
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 1.234,0.000, 0.000,   3.000,   5,   15,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.52,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.76, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.76, 0.00,0.00, 0.00, 0.00, 0.76,0.00, 0.00,0.000,0.118,0.000, 0.000,0.000, 0.000,   1.735,  10,   59,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,2.77,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.92,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.92,0.00, 0.00,0.00,0.00, 0.92,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.165,0.000, 0.165,0.000, 0.000,   1.666,   7,   45,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.500,   3,    6,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,1.42,0.00, 1.42,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 1.42,0.000,0.361,0.000, 0.000,0.000, 0.000,   2.025,   7,   81,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.42,0.00,0.42,0.00, 0.00,0.00, 0.00,0.00,0.00, 3.40, 0.00, 0.42, 0.00,0.00, 0.42, 1.27, 0.85, 0.00,0.85, 0.00,0.42, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.42, 0.00, 0.00,0.00, 0.00,0.000,0.155,0.000, 0.000,0.000, 0.000,   2.555,  11,   92,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.92, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.380,   2.307,   9,   30,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.36, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 1.36,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,   17,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 4.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 4.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.724,0.000, 0.000,   2.285,   8,   16,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.40,0.00, 0.00,0.00, 0.00,0.70,0.00, 1.40, 0.00, 1.40, 0.00,0.00, 0.00, 0.00, 0.00, 0.70,0.00, 0.00,0.00, 0.70,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,2.11,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.266,0.066, 0.000,0.000, 0.000,  18.000, 200,  378,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.14, 0.00,0.00,0.43,0.00, 0.00,0.00, 0.00,0.14,0.00, 0.00, 0.00, 0.14, 0.00,0.00, 0.00, 0.14, 0.57, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.14,0.00, 0.00,0.43,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.14,0.058,0.156,0.000, 0.000,0.000, 0.000,   1.566,  13,  462,nonspam
0.00, 0.00,0.13, 0.00, 0.26,0.00,0.00, 0.65,0.13, 0.00,0.00,0.78,0.26, 0.00,0.00, 0.00,0.13,0.00, 0.00, 0.00, 0.00, 0.00,0.13, 0.00, 1.69, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.13,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.13,0.000,0.105,0.000, 0.000,0.052, 0.000,   2.165,  20,  446,nonspam
0.62, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.62,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.286,0.000, 0.000,0.000, 0.000,   1.461,   4,   38,nonspam
0.67, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.33, 0.00,0.00, 0.00,0.00,0.00, 1.01, 0.00, 0.33, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 1.34,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.055,0.000, 0.000,0.000, 0.000,   1.644,  13,   74,nonspam
0.42, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.42,0.00,0.42,0.42, 0.00,0.00, 0.00,0.00,0.00, 0.42, 0.00, 0.42, 0.00,0.00, 0.00, 1.28, 2.57, 0.00,0.00, 0.00,0.42, 0.00,0.00, 0.42,0.00, 0.00,0.42,0.42,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.151,0.000, 0.000,   1.533,   9,   69,nonspam
0.00, 0.00,1.96, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.96, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 3.92, 1.96, 0.00,3.92, 0.00,1.96, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.475,0.000, 0.000,0.000, 0.000,   2.950,  11,   59,nonspam
0.00, 0.00,0.48, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.48,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.96, 1.93, 0.00,0.00, 0.00,0.48, 0.00,0.00, 0.00,0.00, 0.00,0.96,0.48,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.48, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.353,   7,   88,nonspam
0.00, 0.00,1.66, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,1.66, 1.66, 0.00, 0.00, 0.00,0.00, 0.00, 3.33, 1.66, 0.00,1.66, 0.00,1.66, 1.66,0.00, 0.00,0.00, 1.66,1.66,0.00,0.00, 3.33,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.167,0.000, 0.167,0.000, 0.000,   1.533,  10,   46,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.81,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.81, 0.00, 0.00, 0.00,0.00, 0.00, 2.45, 2.45, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.120,0.120,0.000, 0.000,0.000, 0.000,   2.473,  11,   47,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,2.15,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.07, 0.00, 0.00, 0.00,0.00, 0.00, 5.37, 1.07, 0.00,0.00, 3.22,0.00, 1.07,0.00, 0.00,0.00, 0.00,0.00,1.07,0.00, 0.00,0.00,0.00, 3.22,1.07, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.388,0.194, 0.000,0.000, 0.194,   2.666,  13,  104,nonspam
0.06, 0.00,0.19, 0.00, 0.06,0.06,0.00, 0.00,0.00, 0.13,0.00,0.26,0.06, 0.00,0.00, 0.00,0.00,0.00, 0.52, 0.00, 0.46, 0.00,0.00, 0.00, 2.57, 0.92, 0.00,0.06, 0.13,0.52, 0.32,0.00, 0.06,0.00, 0.26,0.13,0.32,0.00, 0.26,0.00,0.00, 0.00,0.00, 0.00, 0.06, 0.00,0.00, 0.13,0.009,0.152,0.000, 0.047,0.028, 0.000,   1.948,  23,  836,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,5.12,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.56, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 5.12,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 5.12,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.500,0.000, 0.000,0.000, 0.000,   2.266,   7,   34,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.38,0.19,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.33, 0.00, 0.38, 0.00,0.00, 0.00, 0.19, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.19,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.154,0.000, 0.030,0.000, 0.030,   2.852,  12,  388,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 9.09, 4.54, 4.54,4.54, 4.54,4.54, 4.54,4.54, 0.00,4.54, 4.54,4.54,0.00,0.00, 0.00,4.54,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,1.169,0.000, 0.000,0.000, 0.000,   3.100,  11,   31,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00,25.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.000,   1,    4,nonspam
0.00, 0.00,0.00, 0.00, 2.43,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.43, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 2.43,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.442,0.000, 0.000,0.000, 0.000,   1.200,   3,   12,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 3.44,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.500,   6,   66,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 1.40,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 1.40,0.00, 0.00,0.00, 0.00,0.00, 1.40,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.220,0.220, 0.000,0.000, 0.000,   3.875,  28,   93,nonspam
0.22, 0.00,0.22, 0.00, 0.67,0.00,0.00, 0.00,0.22, 0.00,0.00,0.00,0.22, 1.34,0.00, 0.00,0.44,0.00, 0.67, 0.00, 1.56, 0.00,0.00, 0.00, 0.44, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 2.23,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.156,0.000, 0.134,0.000, 0.156,   3.080, 121,  693,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 2.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,1.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.161,0.000, 0.000,   1.250,   3,   15,nonspam
0.00, 0.00,0.00, 0.00, 0.69,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.69, 0.00, 0.00, 0.00,0.00, 0.00, 2.08, 0.69, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.69,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.284,0.000, 0.284,0.094, 0.000,   2.000,  11,   60,nonspam
0.13, 0.00,0.13, 0.00, 0.13,0.00,0.00, 0.00,1.18, 0.00,0.00,0.52,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.52, 0.00, 0.26, 0.00,0.00, 0.00, 0.65, 0.79, 0.13,0.00, 0.00,0.00, 0.00,0.00, 0.52,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.128,0.164,0.036, 0.000,0.036, 0.000,   3.185,  32,  481,nonspam
0.08, 0.00,0.22, 0.00, 0.04,0.00,0.00, 0.00,0.44, 0.04,0.00,0.22,0.04, 0.00,0.00, 0.00,0.04,0.00, 0.17, 0.00, 0.08, 0.00,0.00, 0.00, 0.39, 0.44, 0.04,0.00, 0.00,0.00, 0.00,0.00, 0.57,0.00, 0.00,0.00,0.08,0.08, 0.00,0.00,0.00, 0.00,0.04, 0.04, 0.00, 0.00,0.00, 0.00,0.163,0.197,0.058, 0.000,0.011, 0.000,   3.851,  64, 1583,nonspam
0.00, 0.28,0.28, 0.00, 0.86,0.00,0.00, 0.00,0.00, 0.28,0.28,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 2.87, 0.00, 1.72, 0.00,0.00, 0.00, 0.28, 0.28, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.57, 0.00,0.00, 0.00,0.000,0.137,0.000, 0.000,0.000, 0.000,   1.950,  15,  156,nonspam
0.09, 0.04,0.04, 0.00, 0.04,0.00,0.00, 0.00,0.66, 0.00,0.00,0.33,0.04, 0.00,0.00, 0.00,0.00,0.04, 0.19, 0.00, 0.14, 0.00,0.00, 0.00, 0.62, 0.66, 0.04,0.00, 0.00,0.00, 0.00,0.00, 0.14,0.00, 0.00,0.04,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.09, 0.00, 0.00,0.00, 0.04,0.145,0.152,0.053, 0.000,0.013, 0.000,   3.685,  85, 1463,nonspam
1.14, 0.00,0.00, 0.00, 1.14,0.00,0.00, 0.00,0.00, 0.00,0.00,1.14,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 1.14,0.00, 2.29,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 1.14, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.190,   3,   25,nonspam
0.00, 0.00,0.00, 0.00, 3.22,0.00,0.00, 0.00,0.00, 0.00,0.00,3.22,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 3.22,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 3.22,0.00, 0.00, 6.45, 0.00,0.00, 0.00,0.000,0.512,0.000, 0.000,0.000, 0.000,   2.400,  11,   24,nonspam
0.20, 0.00,0.10, 0.00, 0.00,0.00,0.00, 0.10,0.00, 0.00,0.00,0.40,0.10, 0.00,0.00, 0.00,0.20,0.00, 0.00, 0.00, 0.00, 0.00,0.10, 0.00, 4.50, 0.10, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.10,0.00, 0.00,0.10,0.10,0.10, 0.00,0.00,0.00, 0.60,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.092,0.079,0.000, 0.000,0.013, 0.000,   2.361,  26,  562,nonspam
0.00, 0.00,1.94, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.97,0.00,0.97,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.94, 0.00, 0.00, 0.00,0.00, 0.00, 0.97, 0.97, 0.00,1.94, 0.00,0.97, 0.00,0.00, 0.00,0.00, 1.94,0.00,0.00,0.00, 0.00,0.00,0.00, 0.97,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.379,0.000, 0.000,0.000, 0.000,   8.125,  75,  195,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 1.23,0.00,2.46,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,1.23,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.796,0.000, 0.000,0.000, 0.000,   2.142,   8,   60,nonspam
0.81, 0.00,0.81, 0.00, 0.81,0.00,0.00, 0.00,0.00, 0.00,0.00,0.81,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.62, 0.00, 1.62, 0.00,0.00, 0.00, 0.81, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.81,0.00,0.00,0.00, 0.00,0.00,0.00, 1.62,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.123,0.000, 0.370,0.000, 0.000,   5.375,  69,  129,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,15.38, 7.69, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 7.69, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   7.000,  17,   35,nonspam
0.54, 0.00,0.27, 0.00, 0.00,0.00,0.00, 0.00,0.27, 0.54,0.00,0.81,0.00, 0.00,0.00, 0.00,0.00,0.27, 1.08, 0.00, 0.81, 0.00,0.00, 0.00, 0.81, 0.81, 0.00,1.08, 0.00,0.54, 0.00,0.00, 0.27,0.00, 1.08,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.27, 0.00,0.039,0.318,0.079, 0.000,0.000, 0.000,   4.971,  76,  517,nonspam
0.56, 0.00,2.24, 0.00, 0.00,0.56,0.00, 0.00,0.00, 0.00,0.00,1.12,0.00, 0.00,0.00, 0.00,0.00,1.12, 4.49, 0.00, 0.00, 0.00,0.00, 0.00, 1.12, 0.00, 0.00,0.00, 0.56,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.56, 0.00,0.00, 0.00,0.111,0.111,0.000, 0.111,0.000, 0.000,   1.230,   4,   32,nonspam
0.36, 0.00,1.09, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.72,1.81, 0.00,0.00, 0.00,0.00,0.00, 0.72, 0.00, 1.09, 0.00,0.00, 0.72, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.063,0.126,0.000, 0.063,0.126, 0.000,   2.562,  35,  123,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,2.38, 0.00,0.00, 0.00,0.00,0.00, 2.38, 0.00, 0.00, 0.00,0.00, 0.00, 2.38, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.200,   2,   12,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,16.66, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   5.000,  17,   20,nonspam
0.27, 0.00,0.27, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.81,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.54, 0.00, 0.27, 0.00,0.00, 0.00, 9.83, 0.81, 0.54,0.27, 0.27,0.27, 0.27,0.27, 0.00,0.27, 0.27,0.27,0.54,0.00, 0.27,0.27,0.00, 0.54,0.54, 0.00, 0.54, 0.00,0.00, 0.00,1.411,1.411,0.041, 0.000,0.000, 0.000,   4.891,  20,  675,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 2.43,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 2.43,0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.625,   6,   13,nonspam
0.84, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.84,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.42, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 0.84, 0.00, 0.00,0.00, 0.00,0.082,0.414,0.000, 0.000,0.000, 0.000,   3.340,   7,  167,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.00, 0.00, 5.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.00, 0.00,0.00,0.00, 0.00,0.00, 5.00, 5.00, 0.00,0.00, 0.00,0.000,0.000,0.000, 0.000,0.000, 0.000,   1.125,   2,    9,nonspam
0.00, 0.00,0.00, 0.00, 1.75,0.00,0.00, 0.00,0.00, 0.87,0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00, 1.75, 0.00, 0.87, 0.00,0.00, 0.00, 0.87, 0.87, 0.87,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,0.87,0.00, 0.87,0.00,0.00, 0.00,0.87, 2.63, 0.87, 0.00,0.00, 0.00,0.469,0.000,0.156, 0.000,0.000, 0.000,   1.466,  12,   44,nonspam
0.00, 0.00,0.00, 0.00, 0.00,0.00,0.00, 0.00,0.00, 0.00,0.00,0.00,0.48, 0.00,0.00, 0.00,0.00,0.00, 0.00, 0.00, 0.00, 0.00,0.00, 0.00, 0.48, 1.93, 0.00,0.00, 0.48,0.00, 0.00,0.00, 0.00,0.00, 0.00,0.00,1.44,0.00, 0.00,0.00,0.00, 0.00,0.00, 1.44, 0.00, 0.00,0.00, 0.00,0.000,0.304,0.000, 0.000,0.365, 0.000,   3.016,  10,  187,nonspam
